ID,Paved Drive,BsmtExposure,BsmtUnfinishedArea,ProximityToMainRoad2,KitchenQuality,SaleCondition,LivingArea,Lot Config,FenceQuality,SaleType,HalfBaths,Neighborhood,HeatingQuality,LotFrontage,RoofMaterial,Exterior1,Foundation,HouseType,YearRemodelled,MasVnrArea,Misc Feature,GarageFinish,ExteriorQual,UtilitiesAvailable,HouseStyle,MasVnrType,FireplaceQuality,EnclosedPorchArea,BsmtCondition,PoolSize,BsmtHeight,BsmtFullBaths,ScreenPorchArea,Misc,BsmtFinishType2,TotalRooms,YearBuilt,YearSold,BsmtFinish2Area,PoolQuality,OpenPorchArea,Fireplaces,RoofType,Functional,ExteriorCond,GarageCondition,TotalBsmtArea,Electrical,SeasonPorchArea,LowQualityFinishArea,ProximityToMainRoad,BsmtHalfBaths,GarageQuality,WoodDeckArea,ZoningClass,Bedrooms,TypeOfAlleyAccess,FullBaths,OverallRating,BsmtFinishType1,TypeOfRoadAccess,MonthSold,GarageCars,Shape,Flatness,HeatingType,Central Air,SlopeOfProperty,Exterior2,GarageArea,BsmtFinish1Area,Quality,GarageType,LotSize,Kitchens,GarageYearBuilt,BuildingClass,2ndFloorArea,1stFloorArea,SalePrice
1665,Y,Av,549,Norm,Gd,Normal,1306,Inside,,WD,0,NridgHt,Ex,34.0,CompShg,VinylSd,PConc,Twnhs,2005,135.0,,RFn,Gd,AllPub,1Story,Stone,Gd,0,TA,0,Gd,1,0,0,Unf,5,2005,2009,0,,63,1,Gable,Typ,TA,TA,1513,SBrkr,0,0,Norm,0,TA,170,RL,1,,2,5,ALQ,Pave,8,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,624.0,964,6,Attchd,5381,1,2005.0,120,252,2350,234155.0
1666,Y,Av,1629,Norm,Gd,Normal,1422,FR2,,WD,0,CollgCr,Ex,63.0,CompShg,VinylSd,PConc,1Fam,2004,106.0,,RFn,Gd,AllPub,1Story,BrkFace,,0,TA,0,Gd,0,0,0,Unf,7,2004,2007,0,,60,0,Gable,Typ,TA,TA,1629,SBrkr,0,0,Norm,0,TA,192,RL,3,,2,5,Unf,Pave,11,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,626.0,0,7,Attchd,8500,1,2004.0,20,252,2466,215992.0
1667,Y,No,928,Norm,TA,Normal,1342,Inside,,WD,0,Edwards,Ex,58.0,CompShg,Wd Sdng,CBlock,1Fam,1951,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,Fa,1,0,0,Unf,7,1951,2007,0,,0,0,Gable,Typ,TA,TA,1549,SBrkr,0,0,Norm,0,TA,0,RL,4,,1,6,ALQ,Pave,4,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,256.0,621,5,Detchd,9280,1,1951.0,20,252,2386,155934.0
1668,Y,No,472,Norm,Gd,Normal,2075,Inside,,WD,1,NWAmes,Ex,78.0,CompShg,MetalSd,PConc,1Fam,1993,194.0,,Unf,Gd,AllPub,2Story,BrkFace,Gd,0,TA,0,Gd,1,0,0,Unf,8,1993,2007,0,,86,1,Gable,Typ,TA,TA,1355,SBrkr,0,0,Norm,0,TA,235,RL,3,,2,6,GLQ,Pave,8,2.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,473.0,883,7,Attchd,10530,1,1993.0,60,1236,2135,298924.0
1669,Y,No,267,Norm,TA,Family,1128,Inside,GdWo,WD,0,NAmes,TA,75.0,CompShg,Wd Sdng,CBlock,1Fam,1954,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,0,0,0,Unf,5,1954,2006,0,,0,0,Gable,Min1,TA,TA,1143,SBrkr,0,0,Norm,0,TA,0,RL,2,,1,5,LwQ,Pave,6,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,286.0,876,5,Attchd,9000,1,1954.0,20,252,2172,148166.0
1670,Y,No,571,Norm,Gd,Normal,1782,Inside,,WD,0,NWAmes,TA,85.0,CompShg,Plywood,CBlock,1Fam,1979,194.0,,Fin,Gd,AllPub,1Story,BrkFace,TA,0,Fa,0,Gd,0,0,0,LwQ,6,1979,2008,490,,0,1,Hip,Typ,TA,TA,1989,SBrkr,0,0,Norm,1,TA,467,RL,3,,2,5,ALQ,Pave,3,2.0,Reg,Lvl,GasA,Y,Gtl,Plywood,551.0,928,7,Attchd,14450,1,1979.0,20,252,2826,260285.0
1671,Y,Av,738,Norm,Gd,Normal,1953,Corner,,WD,1,ClearCr,Ex,,CompShg,HdBoard,PConc,1Fam,1992,0.0,,Fin,Gd,AllPub,2Story,None,Fa,0,TA,0,Gd,1,0,0,Unf,9,1992,2007,0,,231,2,Gable,Typ,TA,TA,1787,SBrkr,0,0,Feedr,0,TA,216,RL,3,,2,5,GLQ,Pave,6,2.0,IR2,Low,GasA,Y,Mod,HdBoard,501.0,1049,6,Attchd,53107,1,1992.0,60,1126,2123,282390.0
1672,N,No,893,Norm,TA,Normal,1836,Inside,,WD,0,IDOTRR,Ex,,CompShg,Wd Sdng,BrkTil,1Fam,1950,0.0,,Unf,TA,AllPub,2.5Unf,None,,0,TA,0,TA,0,0,0,Unf,7,1900,2008,0,,0,0,Hip,Maj1,TA,Fa,893,SBrkr,0,0,Norm,0,TA,0,I (all),4,,2,1,Unf,Pave,1,1.0,IR1,Low,GasA,Y,Gtl,Wd Sdng,288.0,0,5,Detchd,56600,1,1900.0,70,938,2194,131870.0
1673,Y,No,2128,Feedr,TA,Normal,1921,Corner,,WD,0,Sawyer,TA,120.0,CompShg,BrkFace,CBlock,Duplex,1964,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,0,0,0,Unf,8,1964,2006,0,,180,0,Gable,Typ,TA,TA,2128,SBrkr,0,0,Feedr,0,TA,0,RL,4,,2,5,Unf,Pave,7,2.0,Reg,Lvl,GasA,Y,Gtl,BrkFace,576.0,0,6,Detchd,11136,2,1964.0,90,252,2965,183531.0
1674,Y,No,503,Norm,TA,Normal,1440,Inside,,WD,1,NAmes,Gd,85.0,CompShg,HdBoard,CBlock,1Fam,1964,0.0,,Fin,TA,AllPub,2Story,None,Po,240,TA,0,TA,0,0,0,Unf,7,1964,2006,0,,32,1,Gable,Typ,TA,TA,927,SBrkr,0,0,Norm,0,TA,0,RL,4,,1,6,ALQ,Pave,7,2.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,480.0,424,5,Attchd,9350,1,1964.0,60,972,1764,191528.0
1675,Y,No,408,Norm,Gd,Normal,1823,Inside,,WD,1,CollgCr,Ex,75.0,CompShg,VinylSd,PConc,1Fam,2001,0.0,Shed,RFn,Gd,AllPub,2Story,None,,0,TA,0,Gd,1,0,4500,Unf,6,2000,2008,0,,36,0,Gable,Typ,TA,TA,1135,SBrkr,0,0,Norm,0,TA,192,RL,3,,2,5,GLQ,Pave,5,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,626.0,727,7,Attchd,12192,1,2000.0,60,1147,1972,276896.0
1676,Y,No,1791,Norm,TA,Normal,1584,Inside,,WD,0,NAmes,TA,,CompShg,Plywood,CBlock,Duplex,1967,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,0,0,0,Unf,8,1967,2006,0,,0,0,Gable,Typ,TA,TA,1791,SBrkr,0,0,Norm,0,TA,0,RL,4,,2,5,Unf,Pave,10,2.0,IR1,Lvl,GasA,Y,Gtl,Plywood,506.0,0,5,Detchd,8917,2,1967.0,90,252,2628,149327.0
1677,Y,No,1388,Norm,Ex,Normal,2374,Inside,,WD,1,NridgHt,Ex,93.0,CompShg,VinylSd,PConc,1Fam,2004,340.0,,Fin,Gd,AllPub,2Story,BrkFace,Gd,0,TA,0,Gd,0,0,0,Unf,10,2003,2007,0,,100,1,Hip,Typ,TA,TA,1388,SBrkr,0,0,Norm,0,TA,104,RL,4,,2,5,Unf,Pave,5,3.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,656.0,0,8,BuiltIn,11999,1,2003.0,60,1392,2278,331893.0
1678,Y,No,251,Norm,TA,Normal,816,Corner,,WD,0,NAmes,TA,73.0,CompShg,WdShing,CBlock,1Fam,1957,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,1,0,0,Unf,5,1957,2006,0,,0,0,Gable,Typ,TA,TA,1023,FuseA,0,0,Norm,0,TA,0,RL,2,,1,7,GLQ,Pave,7,1.0,IR1,Lvl,GasA,Y,Gtl,Wd Shng,308.0,772,5,Detchd,7100,1,1957.0,20,252,1860,161207.0
1679,Y,No,406,Norm,TA,Abnorml,1482,Inside,MnPrv,WD,0,Edwards,Ex,60.0,CompShg,Wd Sdng,CBlock,1Fam,1968,60.0,,Unf,TA,AllPub,1Story,BrkFace,Gd,0,TA,0,TA,0,0,0,Unf,6,1954,2006,0,,30,1,Hip,Min1,TA,TA,1161,SBrkr,0,0,Norm,1,TA,0,RL,3,,2,4,Rec,Pave,10,2.0,IR1,Lvl,GasA,Y,Gtl,Wd Sdng,609.0,755,4,2Types,16012,1,1956.0,20,252,2526,155708.0
1680,Y,No,815,Norm,TA,Normal,1334,Inside,,WD,0,NWAmes,Gd,78.0,CompShg,HdBoard,CBlock,1Fam,1967,264.0,,RFn,TA,AllPub,1Story,BrkFace,,35,TA,0,TA,1,264,0,LwQ,7,1967,2006,109,,20,0,Hip,Typ,TA,TA,1541,SBrkr,0,0,RRAn,0,TA,0,RL,3,,2,6,BLQ,Pave,4,2.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,477.0,617,7,Attchd,10140,1,1967.0,20,252,2378,199272.0
1681,Y,Mn,396,Norm,TA,Normal,941,Inside,,WD,0,Sawyer,TA,,CompShg,VinylSd,CBlock,1Fam,1967,0.0,,Unf,TA,AllPub,1Story,None,Po,0,TA,0,TA,0,0,0,Unf,6,1967,2006,0,,0,1,Gable,Typ,TA,TA,1119,SBrkr,0,0,Norm,0,TA,64,RL,3,,1,6,Rec,Pave,6,1.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,288.0,723,5,Attchd,8789,1,1967.0,20,252,1985,160503.0
1682,Y,Mn,302,Norm,Gd,Normal,1696,Inside,,WD,1,SawyerW,Ex,68.0,CompShg,VinylSd,PConc,1Fam,2003,0.0,,RFn,Gd,AllPub,2Story,None,,0,TA,0,Gd,1,0,0,ALQ,7,2003,2008,596,,66,0,Gable,Typ,TA,TA,1042,SBrkr,0,0,Norm,0,TA,143,RL,3,,2,5,GLQ,Pave,7,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,542.0,144,6,Attchd,10110,1,2003.0,60,1113,1879,225153.0
1683,Y,No,449,Norm,Gd,Normal,1548,Inside,,WD,0,Blmngtn,Ex,,CompShg,VinylSd,PConc,TwnhsE,2004,18.0,,Fin,Gd,AllPub,1Story,BrkFace,TA,0,TA,0,Gd,1,0,0,Unf,7,2004,2006,0,,20,1,Hip,Typ,TA,TA,1572,SBrkr,0,0,Norm,0,TA,143,RM,2,,2,5,GLQ,Pave,9,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,388.0,1123,7,Attchd,3072,1,2004.0,120,252,2592,265718.0
1684,Y,Mn,1518,Norm,Gd,Normal,1391,Inside,,WD,0,Somerst,Ex,59.0,CompShg,MetalSd,PConc,TwnhsE,2004,0.0,,RFn,Gd,AllPub,1Story,None,,0,TA,0,Gd,0,0,0,Unf,5,2004,2008,0,,158,0,Gable,Typ,TA,TA,1598,SBrkr,0,0,Norm,0,TA,156,FV,2,Pave,2,5,GLQ,Pave,7,2.0,IR2,Lvl,GasA,Y,Gtl,MetalSd,530.0,80,7,Attchd,4282,1,2004.0,120,252,2435,233939.0
1685,N,No,994,Norm,TA,Normal,1864,Corner,,WD,1,OldTown,TA,41.0,CompShg,MetalSd,BrkTil,2fmCon,2000,188.0,,,TA,AllPub,2.5Unf,Stone,,102,Fa,0,TA,0,0,0,Unf,9,1902,2009,0,,188,0,Gable,Typ,Fa,,1227,FuseF,0,0,Feedr,0,,0,RM,6,,2,5,Rec,Pave,5,0.0,IR3,Bnk,GasA,N,Gtl,MetalSd,0.0,233,7,,5852,1,,190,1138,2022,125684.0
1686,Y,No,264,Norm,TA,Normal,1369,Inside,,WD,0,Edwards,TA,54.0,CompShg,Wd Sdng,BrkTil,1Fam,1950,0.0,,Unf,TA,AllPub,2Story,None,,0,TA,0,TA,1,0,0,Unf,6,1925,2009,0,,0,0,Gambrel,Typ,Gd,TA,879,SBrkr,0,0,Artery,0,TA,147,RH,3,,2,6,BLQ,Pave,7,1.0,Reg,Lvl,GasA,N,Gtl,Wd Sdng,300.0,615,6,Detchd,6629,1,1930.0,70,924,1741,132251.0
1687,Y,No,1032,Norm,TA,Normal,825,Inside,,WD,0,NAmes,TA,60.0,CompShg,MetalSd,CBlock,1Fam,1954,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,0,0,0,Unf,4,1954,2008,0,,0,0,Gable,Typ,TA,TA,1032,FuseA,0,0,Norm,1,TA,0,RL,2,,1,7,Unf,Pave,7,1.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,350.0,0,5,Attchd,7200,1,1954.0,20,252,1869,138804.0
1688,Y,No,235,Norm,Gd,Normal,1178,Inside,MnPrv,WD,1,NWAmes,Gd,80.0,CompShg,HdBoard,CBlock,1Fam,2000,0.0,,Unf,TA,AllPub,1Story,None,Fa,0,TA,0,Gd,0,0,0,Unf,5,1973,2008,0,,0,1,Gable,Typ,TA,TA,1383,SBrkr,0,0,Norm,1,TA,224,RL,3,,1,6,BLQ,Pave,11,2.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,439.0,1148,5,Attchd,10000,1,1973.0,20,252,2222,190993.0
1689,Y,Gd,378,Norm,TA,Normal,1165,Inside,GdPrv,WD,1,NAmes,TA,82.0,CompShg,HdBoard,CBlock,1Fam,1966,183.0,,RFn,TA,AllPub,SLvl,BrkFace,,0,TA,0,TA,1,0,0,ALQ,6,1966,2008,580,,129,0,Gable,Typ,TA,Gd,1334,SBrkr,0,0,Norm,0,Gd,0,RL,3,,1,7,Rec,Pave,5,2.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,490.0,376,6,Attchd,9020,1,1966.0,80,252,2209,210658.0
1690,Y,Gd,1295,Norm,Ex,Normal,2500,Corner,,WD,1,StoneBr,Ex,101.0,CompShg,VinylSd,PConc,1Fam,2005,130.0,,Fin,Gd,AllPub,2Story,Stone,Gd,0,TA,0,Ex,0,0,0,Unf,9,2005,2008,0,,32,1,Gable,Typ,TA,TA,1375,SBrkr,0,0,Norm,0,TA,192,RL,5,,3,5,GLQ,Pave,7,3.0,IR1,HLS,GasA,Y,Gtl,VinylSd,683.0,80,8,BuiltIn,13543,1,2005.0,60,1584,2212,408780.0
1691,P,Mn,191,Norm,Gd,Normal,1676,Inside,GdPrv,WD,1,Mitchel,TA,61.0,CompShg,Plywood,PConc,1Fam,1994,0.0,,RFn,TA,AllPub,1Story,None,TA,0,TA,0,TA,1,0,0,Unf,6,1977,2007,0,,90,2,Gable,Mod,Fa,TA,1367,SBrkr,0,0,Norm,0,TA,690,RL,3,,1,6,ALQ,Pave,5,2.0,IR1,Lvl,GasA,Y,Gtl,Plywood,672.0,1176,5,Attchd,33983,1,1977.0,20,252,2720,233894.0
1692,Y,Av,603,Norm,Gd,Abnorml,1709,CulDSac,,CWD,0,Somerst,Ex,50.0,CompShg,MetalSd,PConc,TwnhsE,2000,60.0,,Fin,Gd,AllPub,1Story,BrkFace,TA,0,TA,0,Ex,1,0,0,Unf,5,1999,2008,0,,65,1,Gable,Typ,TA,TA,1905,SBrkr,0,0,Norm,0,TA,97,FV,2,,2,5,GLQ,Pave,1,2.0,IR1,Lvl,GasA,Y,Gtl,MetalSd,506.0,1302,9,Attchd,5119,1,1999.0,120,252,2753,380091.0
1693,Y,Av,143,Norm,Gd,Normal,1008,Inside,MnPrv,WD,0,Mitchel,TA,72.0,CompShg,Plywood,PConc,1Fam,1977,144.0,,Fin,TA,AllPub,SFoyer,BrkFace,Fa,0,TA,0,Gd,1,0,0,Unf,4,1977,2007,0,,66,1,Gable,Typ,TA,TA,1130,SBrkr,0,0,Norm,0,TA,201,RL,1,,1,5,GLQ,Pave,7,2.0,Reg,Lvl,GasA,Y,Gtl,Plywood,678.0,987,5,Attchd,9129,1,1977.0,85,252,2052,187339.0
1694,Y,No,423,Norm,TA,Normal,845,Corner,,WD,0,Mitchel,TA,69.0,CompShg,HdBoard,CBlock,1Fam,2006,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,1,0,0,Unf,4,1982,2007,0,,0,0,Gable,Typ,TA,TA,1052,SBrkr,0,0,Norm,0,TA,0,RL,2,,1,6,ALQ,Pave,6,2.0,Reg,Lvl,GasA,Y,Gtl,Plywood,360.0,629,4,Detchd,7599,1,1987.0,20,252,1889,161075.0
1695,Y,Av,1350,Norm,Gd,Normal,2473,Inside,,WD,1,NridgHt,Ex,76.0,CompShg,VinylSd,PConc,1Fam,2005,344.0,,RFn,Gd,AllPub,2Story,BrkFace,Gd,0,TA,0,Ex,0,0,0,Unf,9,2004,2007,0,,151,1,Gable,Typ,TA,TA,1350,SBrkr,0,0,Norm,0,TA,192,RL,4,,2,5,Unf,Pave,10,3.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,852.0,0,8,BuiltIn,9591,1,2004.0,60,1582,2187,367049.0
1696,Y,No,863,Norm,TA,Normal,968,Inside,,WD,0,OldTown,TA,60.0,CompShg,Wd Sdng,BrkTil,1Fam,2007,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,0,0,0,Unf,5,1927,2007,0,,0,0,Gable,Typ,TA,Fa,863,SBrkr,0,0,Norm,0,Fa,0,RL,4,Grvl,2,6,Unf,Pave,8,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,216.0,0,4,Detchd,10800,1,1928.0,30,252,2012,89282.0
1697,Y,No,1315,Norm,Ex,Partial,2550,Inside,,New,1,NridgHt,Ex,110.0,CompShg,VinylSd,PConc,1Fam,2007,190.0,,Fin,Gd,AllPub,2Story,BrkFace,Gd,0,TA,0,Ex,0,0,0,Unf,11,2006,2007,0,,39,1,Hip,Typ,TA,TA,1315,SBrkr,0,0,Norm,0,TA,120,RL,4,,2,5,Unf,Pave,3,3.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,670.0,0,8,BuiltIn,13440,1,2006.0,60,1654,2192,390936.0
1698,Y,No,497,Norm,TA,Normal,874,Inside,GdWo,WD,0,Mitchel,TA,62.0,CompShg,HdBoard,CBlock,1Fam,1968,0.0,Shed,RFn,TA,AllPub,1Story,None,,0,TA,0,TA,1,0,600,Unf,5,1968,2009,0,,0,0,Gable,Typ,TA,TA,1071,SBrkr,0,0,Norm,0,TA,33,RL,3,,1,6,BLQ,Pave,11,1.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,288.0,574,5,Attchd,9858,1,1968.0,20,252,1918,161460.0
1699,Y,Gd,691,Norm,TA,Normal,1042,Inside,GdPrv,WD,0,NAmes,TA,80.0,CompShg,HdBoard,CBlock,1Fam,1965,98.0,,RFn,TA,AllPub,SLvl,BrkFace,,0,TA,0,TA,0,0,0,Unf,5,1965,2007,0,,0,0,Gable,Typ,TA,TA,1249,SBrkr,0,0,Norm,0,TA,192,RL,3,,2,5,GLQ,Pave,5,2.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,440.0,558,6,Attchd,9200,1,1965.0,80,252,2086,195580.0
1700,Y,No,820,Norm,TA,Normal,1055,Inside,,WD,0,NPkVill,Fa,24.0,CompShg,Plywood,CBlock,Twnhs,1977,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,Gd,0,0,0,Unf,4,1977,2008,0,,38,0,Gable,Typ,TA,TA,1262,SBrkr,0,0,Norm,0,TA,0,RL,2,,2,6,ALQ,Pave,9,2.0,Reg,Lvl,GasA,Y,Gtl,Brk Cmn,440.0,442,7,Attchd,2529,1,1977.0,120,252,2099,181518.0
1701,Y,Mn,827,Norm,TA,Normal,936,FR2,,COD,0,NAmes,TA,68.0,CompShg,HdBoard,CBlock,1Fam,1969,72.0,,Unf,TA,AllPub,1Story,BrkFace,,0,TA,0,Gd,0,0,0,Unf,4,1969,2008,0,,0,0,Gable,Typ,TA,TA,1143,SBrkr,0,0,Norm,0,TA,16,RL,2,,1,6,Rec,Pave,9,1.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,288.0,316,4,Attchd,10295,1,1969.0,20,252,1980,141380.0
1702,Y,Av,449,Norm,Gd,Normal,1417,Inside,,WD,0,CollgCr,Ex,70.0,CompShg,VinylSd,PConc,1Fam,1998,209.0,,Unf,Gd,AllPub,1Story,BrkFace,TA,0,TA,0,Gd,1,117,0,Unf,7,1997,2009,0,,0,1,Gable,Typ,TA,TA,1624,SBrkr,0,0,Norm,0,TA,60,RL,3,,2,5,GLQ,Pave,8,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,511.0,1175,7,Attchd,8750,1,1997.0,20,252,2461,249377.0
1703,N,No,1282,Norm,TA,Normal,1798,Inside,MnPrv,WD,1,OldTown,Ex,57.0,CompShg,MetalSd,PConc,1Fam,1950,0.0,,Unf,TA,AllPub,2Story,None,,160,TA,0,TA,0,0,0,Unf,7,1900,2007,0,,0,0,Gable,Typ,TA,TA,1282,SBrkr,0,0,Artery,0,TA,0,RM,4,,2,8,Unf,Pave,5,2.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,342.0,0,4,Detchd,9639,1,1935.0,70,894,2200,169021.0
1704,N,No,369,Norm,Fa,Normal,670,Inside,MnPrv,WD,0,BrkSide,TA,51.0,CompShg,MetalSd,CBlock,1Fam,1950,0.0,Shed,,TA,AllPub,1.5Fin,None,,0,TA,0,TA,1,0,2000,Unf,4,1945,2007,0,,21,0,Gable,Typ,TA,,577,FuseA,0,0,Feedr,0,,0,RL,2,,1,5,LwQ,Pave,7,0.0,Reg,Lvl,GasA,N,Gtl,MetalSd,0.0,208,3,,3500,1,,50,480,1486,88719.0
1705,Y,Av,567,Norm,TA,Normal,1411,Inside,,COD,0,NAmes,TA,70.0,CompShg,VinylSd,CBlock,1Fam,1975,0.0,,RFn,TA,AllPub,1Story,None,TA,0,TA,0,TA,0,0,0,Unf,7,1955,2007,0,,82,1,Gable,Typ,TA,TA,1411,SBrkr,0,0,Norm,0,TA,278,RL,3,,1,6,Rec,Pave,6,1.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,310.0,844,5,Attchd,12198,1,1955.0,20,252,2455,161432.0
1706,Y,No,467,Norm,TA,Normal,972,Corner,GdWo,WD,0,NAmes,TA,119.0,CompShg,MetalSd,CBlock,1Fam,1955,0.0,,Unf,TA,AllPub,1Story,None,,205,TA,0,TA,0,0,0,Unf,5,1955,2010,0,,0,0,Gable,Typ,Gd,TA,1179,SBrkr,0,0,Norm,0,TA,0,RL,3,,1,6,Rec,Pave,6,1.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,305.0,712,5,Attchd,10895,1,1955.0,20,252,2016,153110.0
1707,Y,No,975,Norm,TA,Normal,1245,Inside,,WD,0,OldTown,TA,,CompShg,MetalSd,BrkTil,1Fam,1962,0.0,,Unf,TA,AllPub,1.5Fin,None,,334,TA,0,TA,0,0,0,Unf,6,1920,2010,0,,0,0,Gable,Typ,TA,TA,1215,SBrkr,0,0,Artery,0,TA,0,RM,3,,1,6,Rec,Pave,3,1.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,315.0,240,5,Detchd,8239,1,1962.0,50,437,2104,128254.0
1708,Y,Gd,156,Norm,Gd,Normal,1803,Inside,GdWo,WD,1,Mitchel,Ex,76.0,CompShg,VinylSd,PConc,1Fam,1995,0.0,,Unf,Gd,AllPub,1Story,None,TA,222,Gd,0,Gd,1,0,0,LwQ,6,1994,2010,325,,64,2,Hip,Typ,Gd,TA,1886,SBrkr,0,0,Norm,1,TA,129,RL,3,,2,5,GLQ,Pave,2,2.0,Reg,Lvl,GasA,Y,Mod,VinylSd,482.0,1405,8,Attchd,9892,1,1994.0,20,252,2847,331742.0
1709,Y,No,1371,Norm,TA,Normal,1164,Inside,,COD,1,NWAmes,TA,80.0,CompShg,HdBoard,CBlock,1Fam,1969,168.0,,Unf,TA,AllPub,1Story,BrkFace,,0,TA,0,TA,0,0,0,Unf,6,1969,2006,0,,0,0,Hip,Typ,TA,TA,1371,SBrkr,0,0,Norm,0,TA,0,RL,3,,1,5,Unf,Pave,7,2.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,528.0,0,7,Attchd,9600,1,1969.0,20,252,2208,172444.0
1710,Y,No,737,Norm,Gd,Normal,1744,CulDSac,,WD,1,SawyerW,Ex,,CompShg,HdBoard,PConc,1Fam,2003,0.0,,RFn,Gd,AllPub,2Story,None,,0,TA,0,Gd,0,0,0,Unf,7,1993,2010,0,,70,0,Gable,Typ,TA,TA,1203,SBrkr,238,0,RRNe,0,TA,370,RL,3,,2,7,BLQ,Pave,2,2.0,IR1,Lvl,GasA,Y,Gtl,HdBoard,457.0,466,7,Attchd,9453,1,1993.0,60,982,2058,232382.0
1711,Y,No,397,Norm,TA,Normal,1801,Inside,GdWo,WD,0,Crawfor,TA,100.0,CompShg,BrkFace,CBlock,1Fam,1997,0.0,,Fin,TA,AllPub,1Story,None,TA,0,TA,0,TA,1,161,0,Unf,6,1959,2010,0,,54,2,Gable,Typ,TA,TA,1708,SBrkr,0,0,Norm,0,TA,0,RL,1,,2,8,ALQ,Pave,3,2.0,IR1,Lvl,GasA,Y,Gtl,Wd Sdng,484.0,1311,7,Attchd,15602,1,1959.0,20,252,2845,336274.0
1712,Y,Av,1485,Norm,Gd,Normal,1700,Inside,,WD,0,CollgCr,Ex,70.0,CompShg,VinylSd,PConc,1Fam,2003,120.0,,RFn,Gd,AllPub,1Story,BrkFace,,0,TA,0,Gd,1,0,0,Unf,7,2003,2006,0,,23,0,Gable,Typ,TA,TA,1889,SBrkr,0,0,Norm,0,TA,192,RL,3,,2,5,GLQ,Pave,5,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,544.0,404,6,Attchd,9135,1,2003.0,20,252,2744,238324.0
1713,Y,No,344,Norm,Gd,Normal,1664,Inside,,WD,0,NWAmes,TA,93.0,CompShg,Plywood,CBlock,1Fam,1985,67.0,,Fin,TA,AllPub,1Story,Stone,TA,0,TA,0,Gd,1,0,0,Unf,7,1978,2007,0,,0,1,Gable,Typ,TA,TA,1736,SBrkr,0,0,Norm,0,TA,0,RL,3,,2,6,GLQ,Pave,9,2.0,Reg,Lvl,GasA,Y,Gtl,Plywood,663.0,1392,7,Attchd,12299,1,1978.0,20,252,2708,252712.0
1714,Y,Mn,865,Norm,Gd,Normal,1338,Inside,,WD,0,StoneBr,Ex,41.0,CompShg,CemntBd,PConc,TwnhsE,2001,0.0,,Fin,Gd,AllPub,1Story,None,,170,TA,0,Gd,1,0,0,Unf,6,2001,2010,0,,0,0,Gable,Typ,TA,TA,1545,SBrkr,0,0,Norm,0,TA,0,RL,2,,2,5,GLQ,Pave,4,2.0,Reg,Lvl,GasA,Y,Gtl,CmentBd,582.0,680,8,Attchd,4920,1,2001.0,120,252,2382,253231.0
1715,Y,No,1260,Norm,Gd,Normal,1992,Inside,,WD,1,Somerst,Ex,75.0,CompShg,VinylSd,PConc,1Fam,2004,768.0,,RFn,Gd,AllPub,2Story,BrkFace,Gd,0,TA,0,Ex,0,0,0,Unf,9,2003,2008,0,,45,1,Hip,Typ,TA,TA,1260,SBrkr,0,0,Norm,0,TA,140,FV,3,,2,5,Unf,Pave,8,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,648.0,0,8,Attchd,9375,1,2003.0,60,1191,2097,293470.0
